,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1200,1,12.2,5.1,1,1,1,0,Male
1201,1,11.6,5.6,0,0,0,0,Female
1202,1,14.9,5.3,1,1,1,1,Male
1203,1,11.6,6.0,0,0,0,0,Female
1204,1,12.1,6.0,1,1,1,1,Male
1205,1,13.6,6.2,0,0,0,1,Female
1206,1,11.8,6.3,0,0,0,0,Female
1207,1,11.6,5.1,1,1,1,0,Male
1208,1,11.8,6.9,1,0,1,0,Male
1209,0,12.3,6.4,0,0,0,0,Female
1210,1,13.6,6.5,0,1,1,0,Female
1211,1,14.6,6.5,1,1,1,1,Male
1212,1,13.1,5.3,0,1,0,1,Female
1213,1,15.1,7.0,1,1,1,1,Male
1214,1,13.8,6.2,1,1,1,1,Male
1215,1,13.3,5.4,1,0,0,0,Female
1216,1,11.7,5.4,0,0,0,0,Female
1217,1,12.1,6.3,1,1,1,1,Male
1218,0,13.0,5.1,0,0,1,1,Male
1219,1,13.2,5.7,0,1,1,1,Male
1220,1,14.1,6.4,0,0,1,1,Female
1221,1,14.5,6.8,0,1,1,1,Male
1222,1,14.0,5.6,0,0,1,1,Female
1223,1,11.9,5.9,0,0,0,0,Female
1224,1,12.7,5.9,0,1,0,0,Female
1225,1,12.4,5.4,0,0,0,0,Female
1226,1,12.2,6.1,1,1,1,1,Male
1227,0,14.1,5.8,0,0,0,0,Female
1228,1,13.1,6.3,0,1,1,0,Male
1229,1,15.0,6.5,1,1,1,1,Male
1230,1,11.7,5.1,1,1,1,1,Male
1231,1,12.6,5.8,1,0,1,1,Male
1232,1,11.9,6.0,0,0,0,0,Female
1233,1,13.6,5.8,0,0,0,0,Female
1234,1,11.6,6.5,0,0,0,0,Female
1235,0,14.0,6.4,1,0,0,0,Female
1236,1,11.5,6.6,1,1,1,1,Male
1237,1,14.0,6.0,0,1,1,1,Male
1238,1,14.1,5.8,1,1,1,1,Male
1239,1,13.0,5.5,1,1,1,1,Male
1240,1,12.7,5.9,0,0,1,0,Female
1241,1,13.4,6.0,0,0,1,0,Female
1242,1,12.9,5.5,0,1,1,1,Male
1243,1,14.5,6.0,1,1,1,1,Male
1244,1,13.3,5.1,0,0,0,0,Female
1245,1,13.3,6.5,0,0,0,0,Female
1246,1,14.3,5.2,0,0,0,0,Female
1247,1,12.7,6.1,0,0,0,0,Female
1248,1,13.8,5.8,0,1,0,0,Female
1249,1,12.7,5.6,1,0,1,1,Male
1250,1,11.8,5.5,1,0,0,0,Female
1251,1,11.7,5.4,0,0,0,0,Female
1252,1,12.0,5.5,0,1,0,0,Female
1253,1,12.7,6.5,1,1,1,1,Male
1254,1,14.5,6.7,0,1,1,1,Male
1255,1,15.2,5.1,0,1,1,1,Male
1256,1,14.4,5.1,0,1,1,1,Male
1257,1,13.0,5.7,0,0,0,1,Female
1258,1,12.0,5.3,0,0,0,0,Female
1259,1,15.2,5.8,1,1,1,1,Male
1260,1,13.8,6.3,0,0,0,1,Female
1261,1,13.5,6.3,1,0,1,0,Female
1262,1,12.8,5.3,0,0,0,0,Female
1263,0,11.6,6.4,0,0,0,1,Female
1264,0,14.8,5.1,1,1,1,1,Male
1265,1,12.6,5.7,1,1,1,1,Male
1266,1,13.1,5.4,0,0,0,1,Female
1267,1,12.8,5.2,1,1,1,0,Male
1268,0,15.5,5.5,1,1,1,1,Male
1269,1,12.6,7.1,1,1,1,1,Male
1270,1,11.4,5.6,0,1,0,1,Female
1271,1,13.8,5.1,1,1,1,1,Male
1272,1,15.0,7.0,1,1,1,1,Male
1273,1,12.9,6.5,1,1,0,1,Male
1274,1,13.8,6.0,0,1,0,0,Female
1275,1,11.7,5.6,0,0,0,0,Female
1276,0,14.1,5.3,0,0,0,0,Female
1277,1,14.7,6.2,1,1,1,1,Male
1278,1,13.3,6.3,1,1,1,1,Male
1279,1,12.0,6.1,1,1,1,1,Male
1280,1,14.9,6.8,1,1,1,1,Male
1281,0,12.1,6.4,1,1,1,1,Male
1282,1,15.0,6.6,1,1,1,1,Male
1283,1,13.4,5.5,1,1,1,1,Male
1284,1,15.0,5.6,1,1,1,1,Male
1285,1,12.3,6.4,0,0,0,0,Female
1286,1,15.5,5.8,1,1,1,1,Male
1287,1,11.9,6.8,1,1,0,1,Male
1288,1,13.3,6.6,1,1,1,0,Male
1289,1,15.0,6.7,1,1,1,1,Male
1290,1,12.9,6.5,0,0,0,0,Female
1291,1,12.5,5.6,1,1,1,0,Male
1292,1,12.6,5.3,0,0,1,0,Female
1293,1,13.7,6.3,0,0,0,0,Female
1294,1,12.4,5.7,0,0,0,0,Female
1295,1,14.9,6.1,1,1,1,1,Male
1296,1,12.0,6.2,1,1,1,0,Male
1297,1,14.2,6.0,1,1,1,1,Male
1298,1,14.1,5.9,1,1,1,1,Male
1299,1,13.1,6.0,0,0,0,0,Female
1300,1,12.9,5.7,0,0,0,1,Female
1301,1,13.7,6.0,0,1,0,1,Female
1302,1,12.4,6.5,0,0,0,0,Female
1303,1,14.8,6.4,1,1,1,1,Male
1304,1,14.0,6.4,1,1,1,1,Male
1305,1,12.2,6.5,0,0,0,0,Female
1306,1,15.5,7.1,1,1,0,1,Male
1307,1,15.0,6.7,1,1,1,1,Male
1308,1,11.6,5.9,0,0,1,0,Female
1309,1,13.8,5.3,0,1,0,0,Female
1310,1,11.9,6.3,0,0,1,0,Female
1311,1,15.0,5.6,1,1,1,1,Male
1312,1,12.3,6.3,0,0,0,0,Female
1313,1,14.6,6.1,0,0,1,1,Male
1314,1,14.6,5.6,1,0,1,1,Male
1315,1,15.1,6.8,1,1,0,1,Male
1316,0,15.1,6.2,1,1,1,1,Male
1317,0,15.0,5.8,1,1,1,1,Male
1318,1,13.3,5.1,0,0,1,1,Female
1319,0,13.4,5.3,0,0,0,0,Female
1320,1,15.4,6.8,1,1,0,1,Male
1321,1,12.3,5.4,1,0,0,1,Female
1322,1,12.3,5.3,1,1,1,1,Male
1323,1,12.0,6.2,1,1,1,1,Male
1324,1,15.5,7.1,1,1,1,1,Male
1325,1,12.5,6.3,1,1,0,1,Male
1326,1,11.6,6.0,0,0,0,0,Female
1327,1,12.0,6.3,0,0,0,0,Female
1328,0,11.9,6.2,0,0,0,0,Female
1329,1,13.9,5.7,0,0,0,0,Female
1330,1,12.9,5.3,0,0,0,0,Female
1331,1,13.7,5.9,1,0,0,0,Female
1332,1,12.1,6.3,1,1,0,0,Female
1333,1,12.8,6.4,0,1,1,0,Male
1334,0,13.7,5.1,1,1,1,1,Male
1335,1,14.0,5.5,1,1,0,1,Male
1336,1,14.5,6.9,1,1,1,1,Male
1337,1,11.6,6.4,0,0,1,0,Female
1338,1,12.2,5.4,0,0,0,0,Female
1339,1,13.5,5.9,0,0,1,0,Female
1340,1,15.2,5.2,0,1,1,1,Male
1341,1,12.0,5.4,0,0,0,0,Female
1342,1,12.0,6.1,0,0,0,0,Female
1343,1,15.5,6.1,1,1,1,1,Male
1344,1,13.1,5.6,1,1,0,0,Male
1345,1,13.4,6.1,0,0,0,0,Female
1346,1,13.6,5.8,0,0,0,0,Female
1347,1,12.8,6.7,1,1,1,1,Male
1348,1,12.4,5.8,1,1,1,1,Male
1349,1,14.1,6.2,0,0,0,0,Female
1350,1,12.2,5.8,1,0,0,0,Female
1351,1,11.5,5.7,0,0,0,0,Female
1352,1,12.1,6.1,0,0,0,0,Female
1353,0,12.4,5.5,0,0,0,0,Female
1354,1,14.6,6.5,1,1,1,1,Male
1355,0,12.0,6.1,0,0,0,1,Female
1356,1,13.4,5.4,0,0,0,0,Female
1357,1,15.2,5.9,0,1,1,1,Male
1358,1,12.3,6.0,0,0,0,0,Female
1359,0,11.9,6.2,0,0,0,0,Female
1360,0,13.5,5.7,0,1,0,0,Female
1361,1,11.6,5.8,0,1,1,1,Male
1362,1,13.5,6.6,1,0,1,1,Male
1363,0,12.0,6.4,0,0,0,0,Female
1364,0,12.7,5.8,0,0,0,0,Female
1365,1,13.5,6.5,0,0,0,0,Female
1366,1,11.7,6.5,0,1,0,0,Female
1367,1,13.7,5.3,0,0,0,0,Female
1368,1,14.2,6.3,0,0,1,1,Male
1369,1,11.7,5.5,0,0,0,0,Female
1370,1,14.2,5.6,0,0,0,0,Female
1371,1,12.7,5.9,0,0,1,0,Female
1372,1,11.6,5.1,0,0,0,0,Female
1373,1,12.8,6.9,1,1,1,1,Male
1374,0,13.0,6.5,1,1,1,1,Male
1375,1,11.8,5.9,0,0,0,1,Female
1376,1,14.5,6.5,1,0,1,1,Male
1377,1,12.7,6.9,0,1,1,1,Male
1378,1,12.7,5.9,1,1,1,1,Male
1379,1,11.9,6.3,0,1,0,0,Female
1380,0,15.2,5.2,1,1,1,1,Male
1381,1,15.0,6.4,1,1,1,1,Male
1382,1,13.6,6.6,1,0,1,1,Male
1383,1,14.1,6.1,0,0,0,0,Female
1384,1,12.2,5.5,0,0,0,0,Female
1385,1,14.0,6.1,1,1,1,1,Male
1386,1,13.3,6.5,0,0,1,0,Female
1387,1,13.4,5.6,0,0,0,0,Female
1388,1,12.5,6.9,1,0,1,1,Male
1389,1,14.7,6.8,1,1,1,0,Male
1390,0,12.8,6.5,0,0,0,1,Female
1391,1,15.1,5.8,1,1,1,0,Male
1392,1,12.3,5.5,0,0,1,0,Female
1393,1,12.3,6.0,1,1,1,1,Male
1394,1,14.9,6.2,1,1,1,1,Male
1395,1,13.4,5.6,1,0,0,0,Female
1396,1,14.3,6.3,0,0,0,0,Female
1397,1,11.4,5.5,0,0,0,0,Female
1398,1,11.8,5.1,0,0,0,0,Female
1399,1,11.6,6.3,0,0,1,0,Female
1400,1,12.1,5.3,0,0,0,0,Female
1401,1,13.6,5.8,1,0,0,0,Female
1402,1,13.7,6.0,0,0,0,1,Female
1403,1,11.8,6.2,1,1,0,0,Male
1404,1,12.7,6.8,1,1,1,0,Male
1405,1,13.4,6.4,0,0,0,0,Female
1406,1,15.2,6.4,1,1,1,1,Male
1407,1,14.0,5.9,1,0,0,0,Female
1408,1,15.2,5.1,1,1,1,1,Male
1409,1,14.3,5.2,1,1,1,1,Male
1410,1,12.4,6.0,0,0,0,0,Female
1411,1,13.3,6.4,1,1,1,0,Male
1412,1,14.2,6.1,1,1,1,1,Male
1413,1,13.6,5.1,1,1,1,1,Male
1414,1,13.8,6.2,1,0,1,1,Female
1415,1,15.4,5.7,0,0,0,1,Male
1416,1,13.6,6.4,1,1,1,1,Male
1417,1,15.3,5.2,1,1,1,1,Male
1418,1,11.9,6.3,0,1,1,1,Male
1419,1,14.3,6.1,0,0,0,0,Female
1420,1,13.8,6.0,1,1,0,1,Female
1421,1,14.2,6.3,1,1,1,1,Male
1422,1,15.5,6.6,1,1,1,0,Male
1423,1,12.1,6.1,1,1,1,1,Male
1424,1,14.4,5.8,1,1,1,1,Male
1425,1,12.9,6.0,0,0,0,0,Female
1426,0,12.0,5.2,0,1,0,0,Female
1427,0,13.5,6.1,0,0,0,0,Female
1428,1,13.2,5.7,0,0,0,0,Female
1429,1,13.2,6.6,1,1,1,1,Male
1430,0,12.5,5.5,1,1,1,1,Male
1431,1,12.0,5.9,1,1,1,1,Male
1432,1,12.8,5.9,0,0,0,0,Female
1433,1,13.1,5.1,0,0,0,0,Female
1434,0,11.4,6.1,0,0,0,0,Female
1435,1,14.3,6.2,0,1,0,0,Female
1436,1,12.2,6.2,0,0,0,1,Female
1437,0,14.5,5.1,0,1,1,0,Male
1438,1,14.9,5.4,1,1,1,1,Male
1439,1,13.2,6.9,1,1,1,1,Male
1440,1,14.1,5.5,0,0,0,0,Female
1441,1,13.9,5.7,1,0,1,1,Male
1442,1,12.5,5.4,1,0,1,0,Female
1443,0,11.6,5.8,0,0,0,0,Female
1444,1,11.6,5.3,0,0,0,0,Female
1445,1,12.4,6.5,0,0,0,0,Female
1446,1,12.0,5.7,0,0,0,0,Female
1447,1,14.7,5.6,1,1,1,1,Male
1448,1,12.4,6.1,0,1,0,0,Female
1449,1,11.8,5.2,0,0,0,0,Female
1450,0,12.1,6.4,1,1,1,1,Male
1451,0,14.7,6.5,1,1,0,1,Male
1452,1,13.0,5.9,1,0,0,1,Male
1453,1,12.8,6.5,1,1,1,1,Male
1454,1,13.9,5.9,0,0,0,0,Female
1455,1,11.6,5.4,0,0,0,0,Female
1456,1,14.4,6.4,1,1,1,1,Male
1457,1,14.5,6.3,1,1,1,0,Male
1458,1,13.3,5.4,0,0,1,0,Female
1459,1,11.5,5.5,0,0,0,0,Female
1460,1,14.0,5.9,0,1,0,0,Female
1461,1,11.5,7.0,1,1,1,1,Male
1462,1,13.3,5.5,1,0,0,0,Female
1463,1,14.1,6.2,1,0,1,1,Male
1464,1,14.0,5.6,1,1,1,0,Male
1465,0,13.8,6.5,1,1,1,1,Male
1466,1,11.6,6.5,0,0,0,0,Female
1467,1,13.8,6.6,1,1,1,1,Male
1468,1,13.7,6.1,0,0,0,0,Female
1469,1,11.6,6.2,1,1,0,1,Male
1470,1,13.2,5.7,1,0,0,0,Female
1471,1,11.7,7.0,0,1,1,1,Male
1472,1,13.6,6.1,1,0,0,0,Female
1473,1,11.9,5.5,0,0,0,0,Female
1474,1,12.0,6.3,1,1,1,1,Male
1475,0,12.3,5.5,1,1,0,1,Male
1476,0,11.4,6.2,0,1,0,0,Female
1477,0,14.4,6.0,1,1,1,1,Male
1478,1,11.7,5.5,1,1,0,0,Male
1479,1,13.7,6.5,0,0,1,0,Female
1480,1,13.2,6.2,0,1,0,0,Female
1481,1,13.3,5.2,1,1,1,0,Male
1482,1,14.7,6.2,1,1,1,1,Male
1483,0,11.4,6.5,0,0,0,0,Female
1484,1,12.6,5.9,0,0,0,0,Female
1485,1,13.7,5.8,1,1,1,1,Male
1486,1,13.0,5.3,0,0,0,0,Female
1487,1,14.2,6.0,1,1,1,1,Male
1488,0,12.6,6.2,1,0,0,1,Female
1489,1,13.4,5.3,1,1,1,1,Male
1490,1,15.3,6.4,1,1,1,0,Male
1491,1,11.5,5.7,1,1,1,0,Male
1492,1,14.5,6.0,1,1,1,1,Male
1493,1,12.0,5.7,0,0,0,0,Female
1494,1,12.5,6.1,0,0,0,0,Female
1495,1,14.5,6.3,0,1,1,1,Male
1496,1,14.6,5.3,1,1,0,1,Male
1497,1,14.2,5.5,1,1,1,1,Male
1498,1,14.2,5.5,0,1,1,0,Female
1499,1,13.0,6.3,0,0,0,0,Female
1500,1,12.6,5.1,0,0,1,0,Female
1501,1,13.2,5.7,1,1,1,1,Male
1502,1,13.2,6.0,0,0,0,0,Female
1503,0,14.3,5.5,0,0,0,0,Female
1504,0,15.0,6.7,1,1,0,1,Male
1505,1,14.7,7.1,1,0,1,1,Male
1506,1,14.0,6.0,0,1,0,0,Female
1507,1,12.9,5.9,0,0,0,0,Female
1508,1,14.9,6.5,1,1,1,1,Male
1509,0,13.7,5.9,0,0,0,0,Female
1510,1,14.5,6.1,1,1,1,1,Male
1511,0,13.8,6.3,1,1,1,1,Male
1512,1,14.3,6.3,1,0,0,1,Male
1513,1,13.7,6.5,1,1,1,1,Male
1514,1,12.0,5.7,0,0,0,0,Female
1515,1,13.9,5.9,1,1,1,1,Male
1516,0,14.1,6.0,0,0,0,0,Female
1517,1,12.2,6.5,1,0,0,0,Female
1518,1,11.7,6.1,0,0,0,0,Female
1519,1,11.9,6.5,1,1,1,1,Male
1520,1,13.8,6.9,1,1,0,1,Male
1521,1,13.9,6.2,0,0,0,0,Female
1522,1,12.0,5.5,0,0,0,1,Female
1523,0,12.5,6.2,0,0,0,0,Female
1524,1,14.0,6.4,1,1,1,1,Male
1525,1,14.1,5.7,1,1,1,1,Male
1526,0,12.0,5.8,0,0,0,0,Female
1527,1,14.0,5.1,0,0,0,0,Female
1528,1,12.6,6.4,0,1,1,1,Male
1529,1,12.4,6.3,0,0,0,0,Female
1530,1,12.7,5.3,1,0,0,0,Female
1531,1,12.1,5.3,0,0,0,0,Female
1532,1,13.6,5.9,1,1,1,0,Male
1533,0,14.2,5.8,0,1,1,1,Male
1534,1,13.2,6.1,0,0,0,0,Female
1535,1,13.9,6.5,0,0,0,0,Female
1536,1,13.0,6.0,0,1,1,0,Male
1537,1,14.3,6.4,0,0,0,0,Female
1538,0,14.1,5.9,1,1,1,1,Male
1539,1,11.6,6.8,1,1,1,1,Male
1540,1,13.3,5.3,1,1,1,1,Male
1541,1,13.5,6.0,0,0,0,0,Female
1542,1,11.5,5.2,1,0,0,0,Female
1543,1,12.0,5.6,1,0,0,0,Female
1544,1,11.5,5.1,0,1,0,0,Female
1545,1,11.5,5.7,1,1,1,1,Male
1546,1,14.9,6.5,1,0,1,1,Male
1547,1,13.2,5.8,0,1,0,0,Female
1548,1,15.2,5.7,1,1,1,1,Male
1549,0,14.7,5.6,1,0,1,1,Male
1550,1,12.5,6.2,1,1,1,1,Male
1551,1,14.4,7.0,1,1,1,1,Male
1552,1,13.9,6.1,0,0,0,1,Female
1553,1,13.5,5.7,0,0,0,0,Female
1554,1,13.7,6.8,1,1,1,1,Male
1555,1,13.6,5.5,0,0,0,1,Female
1556,1,12.4,5.1,0,0,0,0,Female
1557,1,11.8,5.7,1,1,1,1,Male
1558,1,11.6,5.5,1,0,0,0,Female
1559,1,13.5,5.7,1,1,1,1,Male
1560,1,14.1,6.2,1,1,1,1,Male
1561,1,13.7,6.9,1,0,1,1,Male
1562,1,15.4,5.1,1,1,1,1,Male
1563,1,12.5,6.6,1,1,1,1,Male
1564,1,13.4,6.7,1,1,1,1,Male
1565,1,11.7,5.6,0,0,0,0,Female
1566,0,13.6,5.8,1,1,1,1,Male
1567,1,13.1,6.4,0,0,0,1,Female
1568,1,13.6,5.1,1,1,1,1,Male
1569,1,13.4,5.6,1,0,0,0,Female
1570,1,13.1,6.5,0,0,0,0,Female
1571,1,14.0,5.3,0,0,0,0,Female
1572,1,12.4,6.9,0,1,1,1,Male
1573,1,11.7,6.5,0,0,1,0,Female
1574,1,11.8,5.4,0,0,0,0,Female
1575,1,13.3,5.3,0,0,0,1,Female
1576,0,14.1,5.7,0,0,0,0,Female
1577,1,11.8,6.0,1,0,0,0,Female
1578,1,13.0,5.1,1,1,1,1,Male
1579,1,13.5,6.4,0,0,0,0,Female
1580,1,14.0,5.2,1,0,0,0,Female
1581,0,12.8,6.0,1,1,1,1,Male
1582,1,13.8,5.3,0,1,1,1,Male
1583,1,15.1,5.9,1,1,1,1,Male
1584,1,13.2,5.2,1,1,1,0,Male
1585,1,13.4,6.0,1,1,1,1,Male
1586,1,11.8,5.1,0,0,0,0,Female
1587,1,13.8,6.4,1,0,1,0,Female
1588,1,12.4,5.5,1,1,1,1,Male
1589,1,13.0,6.3,1,0,0,0,Female
1590,1,14.0,6.5,1,1,1,1,Male
1591,1,15.5,7.0,1,0,1,0,Male
1592,1,12.0,6.6,1,0,1,1,Male
1593,1,11.7,5.6,0,0,0,0,Female
1594,1,12.1,5.2,1,0,1,1,Male
1595,1,12.0,5.4,0,1,0,0,Female
1596,1,14.3,6.8,1,1,0,1,Male
1597,1,11.9,5.4,0,0,0,0,Female
1598,1,13.2,5.4,1,1,1,1,Male
1599,1,11.5,6.5,0,0,0,0,Female
1600,1,12.1,6.2,0,0,0,0,Female
1601,0,15.2,6.8,1,1,1,1,Male
1602,1,13.3,6.6,1,1,1,1,Male
1603,1,13.3,5.3,1,1,0,1,Male
1604,1,11.6,6.3,0,1,1,1,Male
1605,1,15.0,6.3,1,0,1,1,Male
1606,0,11.6,5.8,0,0,1,1,Male
1607,0,13.7,5.5,1,1,0,1,Male
1608,1,11.7,5.5,1,1,1,1,Male
1609,1,12.6,5.2,1,1,1,1,Male
1610,1,15.1,5.7,1,1,1,1,Male
1611,1,12.3,5.2,0,0,0,0,Female
1612,1,12.4,5.4,0,0,0,0,Female
1613,1,12.1,6.6,1,1,1,0,Male
1614,1,12.0,5.4,1,1,0,0,Female
1615,1,12.2,5.7,0,1,1,1,Male
1616,1,11.6,6.7,0,1,0,1,Male
1617,1,15.4,7.1,1,1,1,0,Male
1618,1,11.7,5.1,0,0,0,1,Female
1619,1,12.2,5.5,0,0,0,0,Female
1620,1,11.6,5.8,0,0,0,0,Female
1621,1,12.6,6.9,1,1,1,1,Male
1622,1,12.1,6.5,0,0,0,0,Female
1623,1,15.5,6.3,0,1,1,1,Male
1624,0,13.3,6.3,1,1,0,1,Male
1625,1,11.6,7.1,1,1,1,0,Male
1626,1,12.4,6.1,1,0,0,0,Female
1627,1,13.5,6.0,0,1,0,1,Female
1628,1,13.9,6.0,0,0,0,1,Female
1629,1,12.3,6.1,0,0,0,0,Female
1630,1,14.8,7.0,1,1,1,1,Male
1631,1,15.0,6.6,1,1,1,1,Male
1632,1,12.5,5.2,0,0,0,1,Female
1633,1,14.2,6.2,0,0,0,0,Female
1634,1,11.7,5.3,0,1,1,1,Male
1635,1,13.8,6.1,1,1,1,1,Male
1636,1,13.1,6.3,1,1,1,1,Male
1637,0,12.1,5.4,1,0,0,1,Male
1638,1,12.4,6.4,0,0,0,0,Female
1639,1,11.7,5.1,0,0,1,0,Female
1640,0,15.5,5.2,0,0,0,1,Male
1641,1,15.5,5.1,1,1,1,1,Male
1642,1,14.1,5.4,0,0,0,0,Female
1643,0,13.8,5.7,1,1,0,0,Male
1644,1,12.6,5.6,0,0,1,0,Female
1645,1,13.1,6.2,0,0,0,0,Female
1646,0,14.8,7.1,1,0,1,1,Male
1647,1,12.9,5.1,0,0,0,1,Female
1648,0,14.5,5.5,0,1,1,0,Male
1649,0,14.1,6.0,0,0,0,0,Female
1650,1,12.9,5.3,1,0,0,0,Female
1651,0,15.1,6.2,1,1,1,0,Male
1652,1,13.0,6.3,0,0,0,0,Female
1653,1,14.3,6.2,0,1,0,0,Female
1654,1,14.3,5.8,1,0,0,0,Female
1655,1,15.4,5.8,1,1,1,1,Male
1656,1,14.2,5.5,1,1,1,1,Male
1657,0,12.5,5.6,1,0,0,0,Female
1658,1,11.8,6.1,1,1,1,1,Male
1659,1,12.3,6.5,0,0,0,0,Female
1660,1,13.7,5.7,0,0,0,0,Female
1661,1,12.5,6.0,0,0,1,0,Female
1662,1,11.7,6.3,0,0,0,0,Female
1663,1,11.9,6.5,1,1,1,1,Male
1664,1,15.4,6.7,1,1,0,1,Male
1665,1,15.1,6.3,1,1,1,1,Male
1666,1,12.0,6.6,1,1,1,1,Male
1667,1,14.0,5.2,1,1,1,1,Male
1668,1,13.4,6.5,1,0,1,0,Female
1669,1,14.1,5.9,0,0,0,0,Female
1670,1,13.1,5.3,0,0,0,0,Female
1671,1,12.6,6.0,1,0,1,1,Male
1672,1,12.1,5.4,0,1,1,1,Male
1673,1,13.6,5.1,0,1,1,0,Male
1674,1,14.5,5.5,1,0,1,1,Male
1675,1,13.9,6.0,0,0,0,0,Female
1676,1,12.2,6.4,1,1,1,1,Male
1677,1,12.2,5.5,1,0,1,0,Female
1678,1,14.7,5.1,1,1,1,1,Male
1679,1,14.3,6.8,1,1,1,1,Male
1680,1,15.4,6.7,1,1,0,1,Male
1681,1,12.0,6.7,1,1,1,1,Male
1682,1,12.5,6.4,0,1,0,0,Female
1683,1,12.0,6.6,1,1,1,1,Male
1684,1,13.7,5.5,1,1,0,1,Male
1685,1,13.2,5.2,0,0,0,0,Female
1686,0,13.4,5.5,0,0,0,0,Female
1687,1,12.7,5.1,0,0,0,0,Female
1688,1,13.5,5.4,0,1,1,0,Female
1689,1,13.7,6.1,0,1,1,1,Male
1690,1,11.5,5.9,0,0,0,0,Female
1691,1,14.1,6.6,1,1,1,1,Male
1692,1,14.6,5.9,1,1,1,1,Male
1693,1,12.6,5.3,0,0,0,0,Female
1694,1,12.1,5.7,0,0,0,1,Female
1695,1,13.9,6.3,0,0,1,0,Female
1696,0,12.2,5.1,1,1,1,1,Male
1697,0,13.9,6.5,0,0,0,0,Female
1698,1,12.1,7.1,1,0,1,1,Male
1699,0,12.5,6.9,0,0,1,1,Male
1700,1,12.5,6.0,0,1,0,0,Female
1701,1,12.6,6.3,0,0,0,0,Female
1702,1,13.8,6.6,1,1,1,1,Male
1703,1,12.5,6.9,1,1,1,1,Male
1704,1,14.7,6.7,1,1,1,1,Male
1705,1,11.5,6.0,0,0,0,0,Female
1706,1,14.5,6.5,1,1,1,1,Male
1707,1,14.4,6.8,0,1,1,1,Male
1708,1,12.8,5.8,0,0,0,1,Female
1709,1,13.6,5.1,0,0,0,0,Female
1710,1,14.3,5.3,0,1,1,0,Female
1711,1,12.1,5.1,0,1,0,0,Female
1712,1,13.3,6.1,0,1,0,0,Female
1713,1,15.2,5.1,1,1,1,1,Male
1714,1,11.6,7.1,1,1,0,1,Male
1715,1,13.3,5.1,0,0,0,0,Female
1716,1,12.4,6.1,0,0,0,0,Female
1717,1,12.7,5.3,0,1,0,0,Female
1718,1,14.5,6.9,1,1,1,1,Male
1719,1,11.5,5.2,1,1,1,1,Male
1720,1,15.4,6.8,0,1,1,1,Male
1721,1,14.3,5.9,0,0,0,0,Female
1722,1,15.3,5.6,1,1,1,1,Male
1723,1,13.0,6.5,0,1,1,0,Female
1724,1,14.2,7.0,1,1,1,1,Male
1725,1,11.9,5.7,0,0,0,0,Female
1726,1,13.7,6.1,0,0,1,0,Female
1727,1,11.5,5.9,0,0,0,0,Female
1728,1,11.8,6.7,1,0,1,1,Male
1729,1,13.6,7.1,1,1,1,1,Male
1730,1,13.1,6.2,0,0,0,0,Female
1731,1,12.2,6.2,0,1,0,0,Female
1732,1,11.9,6.4,0,1,0,0,Female
1733,1,12.7,5.6,1,1,1,0,Male
1734,1,14.3,6.4,1,1,1,1,Male
1735,1,12.5,5.4,1,0,1,1,Male
1736,0,12.5,6.5,0,1,0,1,Female
1737,1,13.5,5.6,0,1,1,0,Female
1738,1,13.7,6.1,0,0,0,0,Male
1739,1,13.5,5.3,1,1,0,1,Male
1740,1,13.7,6.4,0,0,0,0,Female
1741,1,11.8,6.5,0,0,0,0,Female
1742,1,14.5,6.2,1,1,0,1,Male
1743,1,11.7,6.1,0,0,0,0,Female
1744,0,13.3,5.9,0,0,0,0,Female
1745,1,14.1,5.1,1,1,0,1,Male
1746,1,11.7,6.5,0,1,1,1,Male
1747,1,13.1,6.6,1,1,1,1,Male
1748,1,14.5,6.0,1,1,1,1,Male
1749,0,13.2,7.1,1,0,1,0,Male
1750,1,13.7,6.0,0,0,0,0,Female
1751,1,14.8,5.2,1,1,1,1,Male
1752,0,13.3,6.4,1,1,0,1,Male
1753,1,11.8,6.4,0,0,0,0,Female
1754,1,12.6,5.6,1,1,1,1,Male
1755,1,12.5,5.2,1,0,1,0,Female
1756,1,14.9,5.2,1,1,1,1,Male
1757,0,11.8,7.0,1,1,1,0,Male
1758,1,11.7,5.1,0,0,0,0,Female
1759,1,12.5,5.1,1,0,1,1,Male
1760,1,11.5,6.2,1,1,1,1,Male
1761,1,11.8,7.1,1,1,1,1,Male
1762,1,11.9,5.2,0,0,0,0,Female
1763,1,11.6,6.0,0,0,1,1,Male
1764,1,14.4,6.0,1,1,1,1,Male
1765,1,15.2,5.7,1,1,1,1,Male
1766,1,14.4,5.8,0,1,1,1,Male
1767,1,13.5,6.5,0,0,0,0,Female
1768,0,11.5,5.7,0,0,1,1,Female
1769,1,14.2,5.3,1,1,0,1,Male
1770,1,13.1,5.9,1,0,0,0,Female
1771,1,13.2,6.4,1,1,1,1,Male
1772,0,14.3,6.1,1,1,1,1,Male
1773,0,11.8,6.3,1,1,1,1,Male
1774,1,11.7,6.3,0,0,0,0,Female
1775,1,13.5,6.2,1,0,0,0,Female
1776,1,14.1,6.0,0,1,0,0,Female
1777,1,11.9,5.3,0,1,1,0,Female
1778,1,14.0,6.5,0,0,0,0,Female
1779,1,11.9,6.1,0,1,0,0,Female
